gene_id_(GENCODE vM10)	gene_short_name	locus	DRG_normal_input1_TPM	DRG_normal_input2_TPM	DRG_normal_input3_TPM	DRG_normal_input4_TPM	DRG_normal_TRAP1 _TPM	DRG_normal_TRAP2_TPM	DRG_normal_TRAP3_TPM	DRG_normal_TRAP4_TPM	DRG_CIPN_input5_TPM	DRG_CIPN_input6_TPM	DRG_CIPN_input7_subsample1_TPM	DRG_CIPN_input7_subsample2_TPM	MERGED_DRG_CIPN_input7_TPM	DRG_CIPN_input8_TPM	DRG_CIPN_TRAP5_TPM	DRG_CIPN_TRAP6_TPM	DRG_CIPN_TRAP7_subsample1_TPM	DRG_CIPN_TRAP7_subsample2_TPM	MERGED_DRG_CIPN_TRAP7_TPM	DRG_CIPN_TRAP8_TPM
ENSMUSG00000079173.11	Zan	chr5:137350108-137477064	1.60	0.31	0.14	0.23	0.00	0.04	0.00	0.00	1.12	0.89	0.27	1.25	0.89	0.15	0.00	0.00	0.00	0.25	0.18	3.97
ENSMUSG00000079175.1	Gm11060	chr2:105076537-105126510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079177.2	Fam228a	chr12:4593007-4738383	12.24	4.39	11.19	8.91	8.03	0.45	3.10	0.33	11.85	13.58	10.27	13.60	12.37	16.83	5.44	4.10	8.72	2.90	4.40	8.79
ENSMUSG00000079180.4	Mptx2	chr1:173274381-173277777	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079183.2	C030005K15Rik	chr10:97724873-97726755	0.14	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.20	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079184.10	Mphosph8	chr14:56668247-56701268	103.87	87.24	92.90	137.36	116.88	149.67	154.67	300.55	113.81	108.80	140.52	73.76	98.31	67.62	158.29	194.14	171.75	95.86	115.42	83.21
ENSMUSG00000079186.2	Gzmc	chr14:56231400-56234656	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079197.10	Psme2	chr14:55587440-55591113	19.69	51.86	15.47	12.19	90.94	73.55	46.03	20.43	24.21	21.26	17.33	16.72	16.95	9.64	48.75	28.06	46.87	19.34	26.43	16.17
ENSMUSG00000079215.8	Zfp664	chr5:124862690-124902693	67.90	125.75	116.11	93.30	24.64	89.95	61.58	73.51	148.13	149.79	183.45	158.94	167.95	146.88	109.87	76.97	183.75	112.62	130.95	120.27
ENSMUSG00000079227.9	Ccr5	chr9:124121542-124147699	4.52	3.61	4.56	9.61	0.05	0.45	0.00	4.52	14.40	13.66	21.20	40.79	33.59	23.10	0.33	15.62	0.75	23.07	17.32	12.10
ENSMUSG00000079235.10	Ccdc13	chr9:121797626-121839461	0.42	1.41	1.31	0.47	0.10	0.04	0.00	0.00	1.94	1.21	2.67	4.06	3.55	4.28	0.00	0.00	0.00	0.00	0.00	1.04
ENSMUSG00000079239.2	Olfr1082	chr2:86593884-86594826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079242.2	C730034F03Rik	chr15:89416404-89430868	11.20	11.61	27.49	11.02	0.30	1.42	6.51	1.34	81.01	56.26	52.39	141.43	108.70	73.44	12.51	0.24	0.75	17.51	13.19	22.31
ENSMUSG00000079243.2	Xirp1	chr9:119894894-120068283	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079244.3	Gm5622	chr14:51361674-51662953	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079247.2	Gm13691	chr2:83990552-83993045	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079258.1	Calhm1	chr19:47141034-47144174	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079259.2	Trim71	chr9:114507132-114564369	0.56	0.16	1.24	1.88	0.00	0.00	0.00	2.85	0.82	0.40	0.00	0.47	0.30	0.15	0.00	0.00	0.00	3.07	2.28	0.00
ENSMUSG00000079260.2	Tmppe	chr9:114401075-114474376	26.44	16.87	29.08	48.05	23.60	38.77	30.32	25.28	30.24	33.38	32.13	34.38	33.55	35.50	10.09	7.00	2.16	27.55	21.01	22.88
ENSMUSG00000079261.2	Gm15217	chr14:46379413-46390669	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079262.3	Slco1a6	chr6:142085760-142208521	2.71	0.63	1.52	0.94	0.75	0.11	0.00	0.17	1.33	1.37	0.80	0.78	0.79	1.07	0.98	0.00	2.44	0.66	1.12	1.04
ENSMUSG00000079263.8	Gm6614	chr6:141971844-142011414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079264.1	Gm11077	chr6:140729283-140756053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079265.9	Gm8257	chr14:44649203-44706456	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079267.9	Gm5930	chr14:44330441-44338584	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079269.2	Gm3676	chr14:41641178-41646487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079271.4	1700049E17Rik1	chr14:41924948-41933041	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079277.9	Hoxd3	chr2:74703247-74762896	3.34	7.44	5.32	5.63	0.00	0.31	0.00	0.00	4.60	3.66	8.13	1.58	3.99	3.36	9.70	0.00	0.09	0.00	0.02	2.01
ENSMUSG00000079278.1	Tmem233	chr5:116038754-116083244	839.30	1684.63	1045.10	1765.58	1731.95	1585.48	2759.64	2379.30	770.79	830.17	914.97	967.69	948.31	994.48	2413.24	2453.79	3355.36	2878.39	3001.31	2766.26
ENSMUSG00000079283.2	2310009B15Rik	chr1:138851982-138856852	8.70	9.34	12.78	6.80	19.46	29.56	3.31	5.53	9.30	7.84	17.73	16.57	16.99	29.53	4.59	2.69	38.72	8.88	16.57	10.12
ENSMUSG00000079286.1	Gm11084	chr2:72936426-72988677	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079298.9	Klrb1b	chr6:128778484-128826331	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079299.3	Klrb1	chr6:128705835-128723059	0.00	0.08	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079304.5	4933413G19Rik	chr6:128362966-128424931	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079316.10	Rab9	chrX:166457252-166479867	58.58	62.92	39.99	23.68	1.00	11.56	10.49	9.38	40.35	40.58	33.86	31.26	32.21	28.00	18.74	30.05	0.00	21.99	16.33	22.22
ENSMUSG00000079317.10	Trappc2	chrX:166390032-166453140	357.80	311.21	291.68	156.59	183.38	248.45	298.65	35.16	334.06	417.75	181.18	102.68	131.54	109.55	296.73	313.81	137.62	94.78	105.82	106.94
ENSMUSG00000079323.9	Gm20661	chr9:107975504-108048782	0.14	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079324.11	4932414N04Rik	chr2:68656485-68748467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079330.8	Lemd1	chr1:132191430-132259227	1.39	2.04	0.83	0.00	0.00	0.04	0.00	0.00	0.82	0.57	1.20	1.41	1.33	1.84	5.63	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079333.3	Gm11096	chr17:81388690-81649607	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079334.8	Nat6	chr9:107575819-107587425	32.42	15.37	30.84	47.59	52.73	45.33	44.97	99.46	21.08	18.90	23.75	27.96	26.41	43.27	48.76	33.14	25.59	75.02	62.28	55.31
ENSMUSG00000079339.6	Ifit1bl1	chr19:34592887-34601968	0.49	1.10	0.28	0.23	0.05	0.04	0.00	0.17	1.84	1.29	3.33	0.94	1.82	1.07	0.52	0.00	0.00	6.14	4.56	0.00
ENSMUSG00000079342.10	Lipo1	chr19:33775520-33787462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079343.3	C1s2	chr6:124624624-124636085	0.00	0.00	0.00	0.70	0.00	0.04	0.00	0.00	0.00	0.40	0.13	0.00	0.05	0.76	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079344.10	Lipo4	chr19:33498036-33769142	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079346.3	1700013D24Rik	chr6:124347592-124357086	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079349.9	Magea5	chrX:155027200-155093666	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079350.2	Magea8	chrX:154985774-154995850	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079353.2	Gm11099	chr2:58821696-59160683	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079355.3	Ackr4	chr9:104002543-104263617	1.04	5.26	0.07	2.34	2.79	0.04	1.96	0.00	0.51	1.37	0.13	0.31	0.25	0.92	0.00	0.00	0.00	0.00	0.00	0.28
ENSMUSG00000079362.5	Gm43302	chr5:105214906-105293698	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079363.7	Gbp4	chr5:105014149-105139586	19.76	7.61	9.74	12.19	18.41	0.71	1.65	9.88	14.30	15.36	19.33	10.00	13.43	13.31	0.00	2.08	0.00	15.44	11.46	7.28
ENSMUSG00000079364.3	Gm3558	chr14:7545150-7568566	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.31	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079371.9	Gm3476	chr14:6016758-6125807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079374.2	Gm8334	chrX:148613252-148615153	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079378.8	Gm8279	chr14:5131518-5139959	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079380.4	Gm8271	chr14:5161445-5221712	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079382.2	Gm3443	chr19:21555673-21557657	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079383.9	Gm3298	chr14:5015890-5019119	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079386.8	Gm3173	chr14:4415447-4519452	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079387.10	Luzp4	chrX:148857639-148924139	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079388.9	2610042L04Rik	chr14:4334762-4354688	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079389.10	Gm3149	chr14:4317282-4325721	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079391.10	Gm2974	chr14:4182575-4204895	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079395.3	Gm15114	chrX:148488948-148521446	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079396.4	Gm3411	chr14:6259746-6287250	0.00	0.08	0.00	0.00	0.00	0.07	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.92	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079402.9	Gm3020	chr14:3652029-3673215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079409.8	Gm5795	chr14:3186100-3262317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079410.4	Gm2897	chr14:3049284-3076840	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079414.2	Gm11110	chr17:57092034-57107757	0.00	0.08	0.00	0.23	0.00	0.04	0.36	0.00	0.31	0.24	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.19
ENSMUSG00000079415.2	Cntf	chr19:12763659-12796126	143.31	67.47	113.00	82.28	25.59	21.36	20.10	0.00	121.37	91.26	129.19	170.46	155.29	168.45	0.00	18.71	27.75	60.57	52.11	75.63
ENSMUSG00000079416.1	Gm11111	chr5:98329303-98802047	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079418.3	Atg4a	chrX:140956906-141164270	17.25	13.57	18.86	18.28	9.48	7.23	16.58	16.91	15.02	19.64	22.00	10.16	14.51	16.06	21.16	15.22	0.00	27.55	20.45	10.78
ENSMUSG00000079419.4	Ms4a6c	chr19:11469365-11484578	1.25	1.65	3.25	1.64	0.00	0.26	0.00	0.17	3.17	4.37	2.67	5.31	4.34	2.60	0.00	10.97	0.00	1.00	0.74	1.32
ENSMUSG00000079421.8	4930402F06Rik	chr2:35375561-35397175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.15	0.00	0.00	0.00	0.00	0.00	1.61
ENSMUSG00000079423.6	Gm3286	chr5:95510757-95522953	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079424.8	Gm3259	chr5:95305910-95343917	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079426.13	Arpc4	chr6:113378114-113414587	71.03	105.43	66.36	58.31	223.04	123.28	116.70	61.79	61.71	63.19	37.86	45.87	42.93	50.71	70.63	122.30	81.66	48.88	57.33	82.79
ENSMUSG00000079427.10	Mthfsl	chr9:88688601-88806264	8.84	4.16	6.63	1.88	0.00	0.07	0.00	2.18	3.88	1.86	1.47	4.06	3.11	5.81	0.66	7.55	0.19	2.82	2.14	1.51
ENSMUSG00000079428.8	Tceal7	chrX:136213971-136226100	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.81	0.00	0.78	0.49	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079429.9	Mroh2a	chr1:88226985-88262289	1.18	0.55	2.00	1.88	0.05	0.11	0.00	14.06	1.43	2.91	3.07	0.94	1.72	9.18	5.63	0.00	15.66	2.32	5.76	10.59
ENSMUSG00000079432.1	Gm15023	chrX:135167623-135177632	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079433.1	Gm11114	chr9:85312772-85312860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079434.8	Neu2	chr1:87476833-87597845	0.28	0.31	0.55	0.23	0.00	0.00	0.00	0.00	0.10	0.73	1.73	0.31	0.83	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079435.9	Rpl36a	chrX:134585653-134588062	267.08	696.40	369.94	262.31	745.85	755.17	652.52	551.38	480.66	488.16	399.42	538.23	487.19	537.63	740.23	827.18	1054.11	920.65	955.04	861.10
ENSMUSG00000079436.3	Kcnj13	chr1:87326997-87450796	0.90	0.94	2.42	0.94	0.05	0.11	0.77	3.68	1.43	1.37	4.00	1.09	2.16	1.68	0.00	0.03	0.00	4.23	3.14	0.00
ENSMUSG00000079438.1	Gm11115	chr5:88154022-88154099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079439.1	Gm11116	chr5:88110566-88111530	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079440.2	Alpi	chr1:87098001-87101606	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079442.12	St6galnac4	chr2:32587094-32599698	42.72	21.97	24.45	59.54	65.00	21.36	27.28	69.99	23.09	22.15	22.93	34.85	30.47	34.12	7.27	10.88	39.19	14.61	20.94	25.15
ENSMUSG00000079444.9	Gm21981	chr17:47611581-47704286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.31
ENSMUSG00000079445.3	B3gnt7	chr1:86302831-86307305	0.00	0.00	0.00	0.70	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079450.11	Cldn34c1	chrX:123103494-123188795	12.52	9.02	7.94	9.38	3.74	18.79	6.04	12.56	13.18	9.62	3.73	10.47	7.99	10.40	2.88	0.70	0.09	18.51	13.76	6.15
ENSMUSG00000079451.9	Tmprss11g	chr5:86485875-86518600	3.48	3.06	2.42	2.81	0.20	0.04	0.00	1.84	2.86	2.83	2.13	1.41	1.67	4.28	0.07	2.41	0.00	1.83	1.36	4.54
ENSMUSG00000079460.11	4933403O08Rik	chrX:111891388-112243852	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079462.1	Gm15737	chr6:92772698-93272979	0.97	0.39	0.97	0.23	0.00	0.82	0.00	0.00	0.92	0.65	0.80	0.31	0.49	0.15	0.00	0.00	0.00	0.08	0.06	0.00
ENSMUSG00000079465.8	Col4a3	chr1:82586920-82752394	0.70	1.18	2.62	2.81	0.10	0.11	0.83	4.86	2.15	1.78	2.00	2.66	2.42	2.14	3.41	10.15	0.00	0.00	0.00	0.57
ENSMUSG00000079466.2	Prdm12	chr2:31633452-31655795	57.40	58.92	38.47	25.55	17.46	22.03	28.77	23.94	32.08	30.88	32.26	30.47	31.13	32.74	32.10	27.88	87.47	34.69	48.29	20.80
ENSMUSG00000079469.10	Pigb	chr9:72958784-73042779	234.24	194.24	213.22	192.45	356.98	426.34	309.24	220.18	189.81	207.66	172.25	127.99	144.27	152.69	193.08	278.17	221.43	165.41	179.85	175.49
ENSMUSG00000079470.8	Utp14b	chr1:78657824-78707743	55.93	27.85	33.22	49.46	39.71	39.36	33.01	41.36	49.65	47.29	40.53	28.04	32.63	33.20	15.59	27.48	0.19	34.44	25.61	21.18
ENSMUSG00000079471.4	Gm7325	chr17:45600970-45602102	0.21	0.55	0.14	0.00	0.00	0.15	0.00	0.00	0.20	1.13	0.00	0.63	0.40	1.22	0.00	0.00	0.00	10.71	7.95	0.47
ENSMUSG00000079476.1	1700011M02Rik	chrX:102908904-102909651	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079477.9	Rab7	chr6:87980420-88045270	229.30	226.88	181.86	208.63	225.68	238.50	186.29	189.54	150.79	155.44	257.57	221.92	235.03	213.43	279.70	186.80	220.03	239.19	234.25	167.83
ENSMUSG00000079478.8	Sssca1	chr19:5727205-5731732	7.82	16.77	9.74	5.11	69.09	69.60	32.18	12.06	12.32	8.78	8.27	12.19	10.75	8.14	22.21	34.91	40.10	33.45	35.16	20.02
ENSMUSG00000079479.2	Gm9112	chrX:102706889-102707635	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079480.3	Pin4	chrX:102119446-102127669	2.92	15.38	6.70	1.41	13.17	17.22	4.49	4.69	7.76	5.66	4.93	4.53	4.68	3.98	14.41	18.65	0.19	29.21	21.73	17.30
ENSMUSG00000079481.11	Nhsl2	chrX:101849384-102092055	38.89	14.04	26.73	30.94	2.99	28.55	7.96	6.03	30.55	37.67	27.86	27.82	27.83	22.03	17.82	0.00	0.09	2.90	2.18	8.98
ENSMUSG00000079484.12	Phyhd1	chr2:30236794-30344266	6.61	6.67	7.60	8.67	0.00	0.04	0.98	2.01	6.44	6.06	6.93	7.19	7.09	7.65	0.00	0.67	0.28	0.17	0.20	0.95
ENSMUSG00000079487.11	Med12	chrX:101274029-101325963	19.39	27.14	28.73	18.63	3.94	26.66	16.10	16.11	22.98	22.19	30.80	15.84	21.34	22.03	15.97	16.75	0.09	3.56	2.67	22.53
ENSMUSG00000079492.2	Gm11127	chr17:36042960-36058645	5.91	0.78	4.83	5.39	1.70	0.67	1.45	5.69	5.62	3.80	5.07	7.66	6.70	4.74	4.85	0.12	17.62	3.32	7.01	2.36
ENSMUSG00000079494.2	Nat8f5	chr6:85808023-85820972	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079495.2	Nat8f6	chr6:85808023-85820972	0.77	0.55	1.17	1.41	0.00	0.07	0.00	2.68	0.72	0.65	0.67	0.31	0.44	1.22	0.52	0.00	0.00	0.00	0.00	1.04
ENSMUSG00000079497.4	Gm13420	chr2:29744918-29751685	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079502.8	Cfap77	chr2:28926948-29055066	0.14	0.08	0.00	0.23	0.00	0.04	0.00	0.00	0.00	0.08	0.40	0.16	0.25	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079507.10	H2-Q1	chr17:35320404-35325099	0.49	0.16	0.41	0.47	4.54	0.04	0.00	0.00	0.92	2.10	2.13	1.09	1.48	0.31	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079508.8	Apoo	chrX:94367116-94417093	0.14	0.39	1.31	1.64	0.05	0.04	0.62	0.00	0.82	0.73	1.87	1.88	1.87	1.68	0.00	0.00	0.00	0.83	0.62	0.76
ENSMUSG00000079509.10	Zfx	chrX:94028853-94123702	33.46	21.42	28.94	33.29	1.85	8.09	15.60	25.79	34.63	25.87	32.40	29.38	30.49	26.62	13.43	17.85	0.00	19.42	14.42	15.70
ENSMUSG00000079511.8	Gm42688	chr6:83101600-83109939	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.38	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079513.1	4932429P05Rik	chrX:89752267-89755491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000079516.2	Reg3a	chr6:78380708-78383827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
