""	"Gene.name"	"logFC"	"logCPM"	"F"	"PValue"	"Gene.type"	"Gene.description"	"NCBI.gene..formerly.Entrezgene..ID"	"de"
"ENSMUSG00000029836.15"	"Cbx3"	0.0784836007667339	7.09712503845414	0.0563621307317742	0.813564880120861	"protein_coding"	"chromobox 3 [Source:MGI Symbol;Acc:MGI:108515]"	12417	"no_sig"
"ENSMUSG00000028525.16"	"Pde4b"	0.272321774949092	3.08781970807392	0.0562750365604506	0.813706232383968	"protein_coding"	"phosphodiesterase 4B, cAMP specific [Source:MGI Symbol;Acc:MGI:99557]"	18578	"no_sig"
"ENSMUSG00000001173.15"	"Ocrl"	-0.105605334503219	5.67687886836224	0.0562586862568328	0.813732781525293	"protein_coding"	"OCRL, inositol polyphosphate-5-phosphatase [Source:MGI Symbol;Acc:MGI:109589]"	320634	"no_sig"
"ENSMUSG00000035437.15"	"Rabgap1"	-0.0847575736684344	6.45670240050294	0.0561814481827752	0.813858253631197	"protein_coding"	"RAB GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2385139]"	227800	"no_sig"
"ENSMUSG00000031353.13"	"Rbbp7"	0.0778137366495382	7.0159218538876	0.0561600896808011	0.813892966297328	"protein_coding"	"retinoblastoma binding protein 7, chromatin remodeling factor [Source:MGI Symbol;Acc:MGI:1194910]"	245688	"no_sig"
"ENSMUSG00000046186.8"	"Cd109"	0.313235217581069	2.04802350306414	0.0560753487564432	0.814030759369016	"protein_coding"	"CD109 antigen [Source:MGI Symbol;Acc:MGI:2445221]"	235505	"no_sig"
"ENSMUSG00000026110.15"	"Mgat4a"	-0.122890977586337	5.37260588854107	0.0559656500763331	0.814209298632936	"protein_coding"	"mannoside acetylglucosaminyltransferase 4, isoenzyme A [Source:MGI Symbol;Acc:MGI:2662992]"	269181	"no_sig"
"ENSMUSG00000030643.14"	"Rab30"	0.199719291118549	3.80120677586848	0.055934180918996	0.814260550166435	"protein_coding"	"RAB30, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923235]"	75985	"no_sig"
"ENSMUSG00000028619.15"	"Tceanc2"	-0.136976801906044	4.7823506934554	0.0559192362669024	0.814284894775382	"protein_coding"	"transcription elongation factor A (SII) N-terminal and central domain containing 2 [Source:MGI Symbol;Acc:MGI:1913776]"	66526	"no_sig"
"ENSMUSG00000062661.6"	"Ncs1"	-0.0936791516126943	6.26097177955282	0.0558343281853867	0.814423274062497	"protein_coding"	"neuronal calcium sensor 1 [Source:MGI Symbol;Acc:MGI:109166]"	14299	"no_sig"
"ENSMUSG00000030002.15"	"Dusp11"	-0.179602789162737	4.02890948155388	0.0557716477061986	0.814525499205568	"protein_coding"	"dual specificity phosphatase 11 (RNA/RNP complex 1-interacting) [Source:MGI Symbol;Acc:MGI:1919352]"	72102	"no_sig"
"ENSMUSG00000078713.8"	"Tomm5"	-0.081223318521509	6.97569906205407	0.0557283113689203	0.814596211636539	"protein_coding"	"translocase of outer mitochondrial membrane 5 [Source:MGI Symbol;Acc:MGI:1915762]"	68512	"no_sig"
"ENSMUSG00000103567.1"	"Pcdhga5"	-0.28967276629076	2.7922782098288	0.0557044824507325	0.814635105957688	"protein_coding"	"protocadherin gamma subfamily A, 5 [Source:MGI Symbol;Acc:MGI:1935217]"	93713	"no_sig"
"ENSMUSG00000046020.13"	"Pofut1"	0.117653264950906	5.23204681869898	0.0555265839657083	0.814925755834956	"protein_coding"	"protein O-fucosyltransferase 1 [Source:MGI Symbol;Acc:MGI:2153207]"	140484	"no_sig"
"ENSMUSG00000038570.15"	"Saxo2"	0.273596417596081	2.95087461979844	0.0553863907444774	0.815155149852415	"protein_coding"	"stabilizer of axonemal microtubules 2 [Source:MGI Symbol;Acc:MGI:1914618]"	330577	"no_sig"
"ENSMUSG00000019795.17"	"Pcmt1"	0.0676867737930396	7.99345159046479	0.0550740644900361	0.81566730552907	"protein_coding"	"protein-L-isoaspartate (D-aspartate) O-methyltransferase 1 [Source:MGI Symbol;Acc:MGI:97502]"	18537	"no_sig"
"ENSMUSG00000054580.14"	"Pla2r1"	-0.260707617613261	3.24834527505507	0.055065884556305	0.815680739655737	"protein_coding"	"phospholipase A2 receptor 1 [Source:MGI Symbol;Acc:MGI:102468]"	18779	"no_sig"
"ENSMUSG00000030546.14"	"Plin1"	0.202840490885004	4.00107285916066	0.0549654827767058	0.815845718159875	"protein_coding"	"perilipin 1 [Source:MGI Symbol;Acc:MGI:1890505]"	103968	"no_sig"
"ENSMUSG00000003437.14"	"Paf1"	-0.165133826216658	4.62332353358977	0.054667885640447	0.816425022535083	"protein_coding"	"Paf1, RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1923988]"	54624	"no_sig"
"ENSMUSG00000004562.16"	"Arhgef40"	0.137996878415377	4.92747043214467	0.0543880023257368	0.816797729360166	"protein_coding"	"Rho guanine nucleotide exchange factor (GEF) 40 [Source:MGI Symbol;Acc:MGI:2685515]"	268739	"no_sig"
"ENSMUSG00000041945.12"	"Mfsd9"	0.103968450124951	5.52824272929174	0.0538930643338124	0.81761791928925	"protein_coding"	"major facilitator superfamily domain containing 9 [Source:MGI Symbol;Acc:MGI:2443548]"	211798	"no_sig"
"ENSMUSG00000062210.13"	"Tnfaip8"	-0.237713825536017	3.44083761588489	0.0536372411935496	0.818043416666795	"protein_coding"	"tumor necrosis factor, alpha-induced protein 8 [Source:MGI Symbol;Acc:MGI:2147191]"	106869	"no_sig"
"ENSMUSG00000084128.10"	"Esrp2"	0.272666107930604	3.22461379003988	0.0535908015022894	0.818120772118965	"protein_coding"	"epithelial splicing regulatory protein 2 [Source:MGI Symbol;Acc:MGI:1924661]"	77411	"no_sig"
"ENSMUSG00000018809.2"	"Smyd4"	-0.182534282292275	4.32473350561077	0.0536259250317892	0.818138722248058	"protein_coding"	"SET and MYND domain containing 4 [Source:MGI Symbol;Acc:MGI:2442796]"	319822	"no_sig"
"ENSMUSG00000047187.9"	"Rab2a"	-0.0700015082622636	8.62507705470064	0.0534829414148316	0.818300573188092	"protein_coding"	"RAB2A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1928750]"	59021	"no_sig"
"ENSMUSG00000033792.12"	"Atp7a"	-0.201523911600613	3.90898642301662	0.0534685689392724	0.818324546312739	"protein_coding"	"ATPase, Cu++ transporting, alpha polypeptide [Source:MGI Symbol;Acc:MGI:99400]"	11977	"no_sig"
"ENSMUSG00000087598.9"	"Zfp111"	-0.2983548390027	2.66020882669899	0.0534125016246927	0.818418098453186	"protein_coding"	"zinc finger protein 111 [Source:MGI Symbol;Acc:MGI:1929114]"	56707	"no_sig"
"ENSMUSG00000036896.5"	"C1qc"	0.281514497700599	2.89013429030655	0.05340632255614	0.818428411818274	"protein_coding"	"complement component 1, q subcomponent, C chain [Source:MGI Symbol;Acc:MGI:88225]"	12262	"no_sig"
"ENSMUSG00000010307.7"	"Tmem86a"	-0.23728308147896	3.38429758120377	0.0530538074847423	0.819017833300169	"protein_coding"	"transmembrane protein 86A [Source:MGI Symbol;Acc:MGI:1915143]"	67893	"no_sig"
"ENSMUSG00000028863.13"	"Meaf6"	0.103184397997906	5.62729782691219	0.053002660087501	0.819103525441486	"protein_coding"	"MYST/Esa1-associated factor 6 [Source:MGI Symbol;Acc:MGI:1917338]"	70088	"no_sig"
"ENSMUSG00000004892.13"	"Bcan"	-0.23707969735758	3.26789196975981	0.0529739919204397	0.819151575036175	"protein_coding"	"brevican [Source:MGI Symbol;Acc:MGI:1096385]"	12032	"no_sig"
"ENSMUSG00000026885.13"	"Ttll11"	0.161899350020228	4.51103325750571	0.0528958589533328	0.819282600276583	"protein_coding"	"tubulin tyrosine ligase-like family, member 11 [Source:MGI Symbol;Acc:MGI:1921660]"	74410	"no_sig"
"ENSMUSG00000032766.9"	"Gng11"	-0.252883656470904	3.3581366119058	0.0528956791497966	0.8192829019161	"protein_coding"	"guanine nucleotide binding protein (G protein), gamma 11 [Source:MGI Symbol;Acc:MGI:1913316]"	66066	"no_sig"
"ENSMUSG00000036832.5"	"Lpar3"	0.0800659644055301	6.65207148232962	0.0523437752262992	0.820211339223294	"protein_coding"	"lysophosphatidic acid receptor 3 [Source:MGI Symbol;Acc:MGI:1929469]"	65086	"no_sig"
"ENSMUSG00000060288.13"	"Ppih"	0.256974707794749	2.8484959207161	0.0520131479838247	0.820770006872767	"protein_coding"	"peptidyl prolyl isomerase H [Source:MGI Symbol;Acc:MGI:106499]"	66101	"no_sig"
"ENSMUSG00000028706.14"	"Nsun4"	0.13070638659232	4.85637320480517	0.0520078046008701	0.820779051031873	"protein_coding"	"NOL1/NOP2/Sun domain family, member 4 [Source:MGI Symbol;Acc:MGI:1919431]"	72181	"no_sig"
"ENSMUSG00000041261.9"	"Car8"	0.179430927231895	4.0181506595137	0.0517126941651451	0.821279314088245	"protein_coding"	"carbonic anhydrase 8 [Source:MGI Symbol;Acc:MGI:88253]"	12319	"no_sig"
"ENSMUSG00000030924.16"	"Rexo5"	-0.299044188625326	2.11430138144938	0.0516745323551399	0.821344114577895	"protein_coding"	"RNA exonuclease 5 [Source:MGI Symbol;Acc:MGI:1919402]"	434234	"no_sig"
"ENSMUSG00000005510.9"	"Ndufs3"	0.14396778725163	4.5933549349563	0.0515976904196864	0.821474672162356	"protein_coding"	"NADH:ubiquinone oxidoreductase core subunit S3 [Source:MGI Symbol;Acc:MGI:1915599]"	68349	"no_sig"
"ENSMUSG00000018819.10"	"Lsp1"	0.301685705164193	2.03932391426126	0.0515731804278301	0.821516337166718	"protein_coding"	"lymphocyte specific 1 [Source:MGI Symbol;Acc:MGI:96832]"	16985	"no_sig"
"ENSMUSG00000043388.8"	"Tmem130"	-0.0714482962486689	7.43666933357336	0.0514362368038002	0.821749322299939	"protein_coding"	"transmembrane protein 130 [Source:MGI Symbol;Acc:MGI:3607706]"	243339	"no_sig"
"ENSMUSG00000053522.11"	"Lgals7"	-0.246400758771442	3.10151006181682	0.0513183915828445	0.821950076405724	"protein_coding"	"lectin, galactose binding, soluble 7 [Source:MGI Symbol;Acc:MGI:1316742]"	16858	"no_sig"
"ENSMUSG00000030525.8"	"Chrna7"	-0.279056495251208	3.09612632654524	0.0512257244100582	0.822115916079839	"protein_coding"	"cholinergic receptor, nicotinic, alpha polypeptide 7 [Source:MGI Symbol;Acc:MGI:99779]"	11441	"no_sig"
"ENSMUSG00000020803.3"	"Txndc17"	0.0900755382773655	6.01489904906667	0.0510606843497601	0.822389938153959	"protein_coding"	"thioredoxin domain containing 17 [Source:MGI Symbol;Acc:MGI:1289248]"	52700	"no_sig"
"ENSMUSG00000031591.14"	"Asah1"	0.186601747971997	3.85408892587171	0.050776294698477	0.822876700049329	"protein_coding"	"N-acylsphingosine amidohydrolase 1 [Source:MGI Symbol;Acc:MGI:1277124]"	11886	"no_sig"
"ENSMUSG00000029283.17"	"Cdc7"	0.254263857740445	2.9723032620664	0.0506625089145419	0.823071857611208	"protein_coding"	"cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1309511]"	12545	"no_sig"
"ENSMUSG00000033059.7"	"Pygb"	-0.0660084046869554	8.4849236568527	0.0506609723201995	0.823074494649071	"protein_coding"	"brain glycogen phosphorylase [Source:MGI Symbol;Acc:MGI:97828]"	110078	"no_sig"
"ENSMUSG00000028633.7"	"Ctps"	-0.133679397253311	4.73683819190622	0.0505442136934963	0.823274994016888	"protein_coding"	"cytidine 5'-triphosphate synthase [Source:MGI Symbol;Acc:MGI:1858304]"	51797	"no_sig"
"ENSMUSG00000028085.12"	"Gatb"	0.205089957426647	3.67907125808223	0.0504012020881995	0.823520907483251	"protein_coding"	"glutamyl-tRNA(Gln) amidotransferase, subunit B [Source:MGI Symbol;Acc:MGI:2442496]"	229487	"no_sig"
"ENSMUSG00000022472.16"	"Desi1"	0.119364202075984	4.97052241262485	0.0504008010847428	0.823521597538234	"protein_coding"	"desumoylating isopeptidase 1 [Source:MGI Symbol;Acc:MGI:106313]"	28075	"no_sig"
"ENSMUSG00000036887.5"	"C1qa"	-0.132650335763487	4.70166748397503	0.0503077074540068	0.823681873167266	"protein_coding"	"complement component 1, q subcomponent, alpha polypeptide [Source:MGI Symbol;Acc:MGI:88223]"	12259	"no_sig"
"ENSMUSG00000004263.15"	"Atn1"	-0.247077837936689	3.06543679220353	0.050105973360352	0.824029726699369	"protein_coding"	"atrophin 1 [Source:MGI Symbol;Acc:MGI:104725]"	13498	"no_sig"
"ENSMUSG00000052331.14"	"Ankrd44"	0.247697679516814	3.24522444532188	0.0500689430292805	0.824093658654436	"protein_coding"	"ankyrin repeat domain 44 [Source:MGI Symbol;Acc:MGI:3045243]"	329154	"no_sig"
"ENSMUSG00000030733.10"	"Sh2b1"	0.0870803769819937	6.25229028473935	0.0500548295123814	0.824118031835198	"protein_coding"	"SH2B adaptor protein 1 [Source:MGI Symbol;Acc:MGI:1201407]"	20399	"no_sig"
"ENSMUSG00000068615.4"	"Gjd2"	-0.283734662282535	2.51695726907601	0.0500378187838909	0.824147413124386	"protein_coding"	"gap junction protein, delta 2 [Source:MGI Symbol;Acc:MGI:1334209]"	14617	"no_sig"
"ENSMUSG00000025521.15"	"Tmem192"	-0.173373028102167	3.96838987550851	0.050023256985257	0.824172568741276	"protein_coding"	"transmembrane protein 192 [Source:MGI Symbol;Acc:MGI:1920317]"	73067	"no_sig"
"ENSMUSG00000047777.9"	"Phf13"	-0.166544662980244	4.29070110502027	0.0497436712250259	0.824656303644592	"protein_coding"	"PHD finger protein 13 [Source:MGI Symbol;Acc:MGI:2446217]"	230936	"no_sig"
"ENSMUSG00000026496.11"	"Parp1"	0.0795241115265816	6.26613801981731	0.0496542219535512	0.824811368909906	"protein_coding"	"poly (ADP-ribose) polymerase family, member 1 [Source:MGI Symbol;Acc:MGI:1340806]"	11545	"no_sig"
"ENSMUSG00000062995.12"	"Ica1"	0.174311436779499	3.97239183097319	0.04964258094219	0.824831560037945	"protein_coding"	"islet cell autoantigen 1 [Source:MGI Symbol;Acc:MGI:96391]"	15893	"no_sig"
"ENSMUSG00000036281.13"	"Snapc4"	-0.231118210645068	3.3946002434986	0.0496305811232206	0.824852376115507	"protein_coding"	"small nuclear RNA activating complex, polypeptide 4 [Source:MGI Symbol;Acc:MGI:2443935]"	227644	"no_sig"
"ENSMUSG00000020287.15"	"Mpg"	-0.13093788417914	4.76431459524826	0.0496281200030505	0.824856645745725	"protein_coding"	"N-methylpurine-DNA glycosylase [Source:MGI Symbol;Acc:MGI:97073]"	268395	"no_sig"
"ENSMUSG00000031949.17"	"Adat1"	-0.248084393453177	3.20593937302518	0.0495190695186984	0.825045941815858	"protein_coding"	"adenosine deaminase, tRNA-specific 1 [Source:MGI Symbol;Acc:MGI:1353631]"	30947	"no_sig"
"ENSMUSG00000030084.11"	"Plxna1"	0.157384656743187	4.27308362599634	0.0494106630323594	0.825234337187608	"protein_coding"	"plexin A1 [Source:MGI Symbol;Acc:MGI:107685]"	18844	"no_sig"
"ENSMUSG00000061374.14"	"Fiz1"	-0.273039560052942	2.70965796894015	0.0493291398729963	0.825376156161626	"protein_coding"	"Flt3 interacting zinc finger protein 1 [Source:MGI Symbol;Acc:MGI:1344336]"	23877	"no_sig"
"ENSMUSG00000037406.7"	"Htra4"	0.291929738124409	2.61406304033343	0.0491065256353009	0.825764047626134	"protein_coding"	"HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]"	330723	"no_sig"
"ENSMUSG00000068856.3"	"Sf3b4"	0.0910333603075236	6.29899172494533	0.0488602278201384	0.826194283805713	"protein_coding"	"splicing factor 3b, subunit 4 [Source:MGI Symbol;Acc:MGI:109580]"	107701	"no_sig"
"ENSMUSG00000075593.10"	"Gal3st4"	-0.212663346099497	3.56110687182894	0.0488486885206453	0.826214468695651	"protein_coding"	"galactose-3-O-sulfotransferase 4 [Source:MGI Symbol;Acc:MGI:1916254]"	330217	"no_sig"
"ENSMUSG00000074211.4"	"Sdhaf1"	0.154977905834969	4.1668244814131	0.0487514200297288	0.8263847132459	"protein_coding"	"succinate dehydrogenase complex assembly factor 1 [Source:MGI Symbol;Acc:MGI:1915582]"	68332	"no_sig"
"ENSMUSG00000062115.15"	"Rai1"	-0.275119274782821	2.31556436269208	0.0485160563711473	0.826797398572455	"protein_coding"	"retinoic acid induced 1 [Source:MGI Symbol;Acc:MGI:103291]"	19377	"no_sig"
"ENSMUSG00000040213.13"	"Kyat3"	0.281636393963486	2.22135488074877	0.0482184826793211	0.827320669551191	"protein_coding"	"kynurenine aminotransferase 3 [Source:MGI Symbol;Acc:MGI:2677849]"	229905	"no_sig"
"ENSMUSG00000025571.13"	"Tnrc6c"	0.11110499019959	5.2538505593016	0.0481992278395349	0.827354586681272	"protein_coding"	"trinucleotide repeat containing 6C [Source:MGI Symbol;Acc:MGI:2443265]"	217351	"no_sig"
"ENSMUSG00000029389.17"	"Ddx55"	0.128387932982888	4.69906820925677	0.0478725256352867	0.82793115518074	"protein_coding"	"DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 [Source:MGI Symbol;Acc:MGI:1915098]"	67848	"no_sig"
"ENSMUSG00000044788.10"	"Fads6"	-0.135246333169465	4.69626060508972	0.0477770187869347	0.828100096590847	"protein_coding"	"fatty acid desaturase domain family, member 6 [Source:MGI Symbol;Acc:MGI:3039592]"	328035	"no_sig"
"ENSMUSG00000048251.15"	"Bcl11b"	0.0970373880662187	5.60827417692775	0.0476997870596617	0.828236840832461	"protein_coding"	"B cell leukemia/lymphoma 11B [Source:MGI Symbol;Acc:MGI:1929913]"	58208	"no_sig"
"ENSMUSG00000001156.9"	"Mxd1"	0.220624996518221	3.25940275935704	0.0476530434941767	0.828319660034491	"protein_coding"	"MAX dimerization protein 1 [Source:MGI Symbol;Acc:MGI:96908]"	17119	"no_sig"
"ENSMUSG00000001119.7"	"Col6a1"	-0.240388849587718	3.27764739081635	0.0474899911537913	0.828608886489226	"protein_coding"	"collagen, type VI, alpha 1 [Source:MGI Symbol;Acc:MGI:88459]"	12833	"no_sig"
"ENSMUSG00000048706.3"	"Lurap1l"	0.144338854610082	4.59156140688237	0.0474716306274998	0.828641487461198	"protein_coding"	"leucine rich adaptor protein 1-like [Source:MGI Symbol;Acc:MGI:106510]"	52829	"no_sig"
"ENSMUSG00000038079.14"	"Tmem237"	-0.103378225967823	5.42427414747561	0.0473723890318995	0.828817815501551	"protein_coding"	"transmembrane protein 237 [Source:MGI Symbol;Acc:MGI:2138365]"	381259	"no_sig"
"ENSMUSG00000045639.14"	"Zfp629"	-0.183434655112543	3.88512979054728	0.0473196241616437	0.828911644628353	"protein_coding"	"zinc finger protein 629 [Source:MGI Symbol;Acc:MGI:2444524]"	320683	"no_sig"
"ENSMUSG00000029427.11"	"Zcchc8"	-0.146394812469516	4.57844884187841	0.0472614837862808	0.829015096283227	"protein_coding"	"zinc finger, CCHC domain containing 8 [Source:MGI Symbol;Acc:MGI:1917900]"	70650	"no_sig"
"ENSMUSG00000038633.5"	"Degs1"	-0.062593382405436	9.16098163818209	0.0471547098267978	0.829205257654133	"protein_coding"	"delta(4)-desaturase, sphingolipid 1 [Source:MGI Symbol;Acc:MGI:1097711]"	13244	"no_sig"
"ENSMUSG00000042208.15"	"0610010F05Rik"	-0.0805156019727343	6.30436876668977	0.0470029291926581	0.829475963478168	"protein_coding"	"RIKEN cDNA 0610010F05 gene [Source:MGI Symbol;Acc:MGI:1918925]"	71675	"no_sig"
"ENSMUSG00000028641.16"	"P3h1"	-0.249660965941061	3.10747625799912	0.0470014127356965	0.829478670439469	"protein_coding"	"prolyl 3-hydroxylase 1 [Source:MGI Symbol;Acc:MGI:1888921]"	56401	"no_sig"
"ENSMUSG00000007944.8"	"Ttc9b"	0.134850668893573	4.51633739123402	0.0469229620530842	0.829618771820185	"protein_coding"	"tetratricopeptide repeat domain 9B [Source:MGI Symbol;Acc:MGI:1920282]"	73032	"no_sig"
"ENSMUSG00000038503.15"	"Mesd"	-0.0903709664975713	5.78994102161797	0.0467574643524577	0.829914729516791	"protein_coding"	"mesoderm development LRP chaperone [Source:MGI Symbol;Acc:MGI:1891421]"	67943	"no_sig"
"ENSMUSG00000017978.18"	"Cadps2"	-0.208535704071472	3.46021364219432	0.0467391861974692	0.829947449772803	"protein_coding"	"Ca2+-dependent activator protein for secretion 2 [Source:MGI Symbol;Acc:MGI:2443963]"	320405	"no_sig"
"ENSMUSG00000027248.13"	"Pdia3"	0.0747965920433143	9.58288464904109	0.046768980723584	0.83015808927847	"protein_coding"	"protein disulfide isomerase associated 3 [Source:MGI Symbol;Acc:MGI:95834]"	14827	"no_sig"
"ENSMUSG00000057101.8"	"Zfp180"	0.191334328872728	4.03033185475015	0.0465391033701687	0.830377065906105	"protein_coding"	"zinc finger protein 180 [Source:MGI Symbol;Acc:MGI:1923701]"	210135	"no_sig"
"ENSMUSG00000028700.14"	"Pomgnt1"	0.259200740857955	2.83520218258569	0.0463325968617832	0.830677037695873	"protein_coding"	"protein O-linked mannose beta 1,2-N-acetylglucosaminyltransferase [Source:MGI Symbol;Acc:MGI:1915523]"	68273	"no_sig"
"ENSMUSG00000038388.14"	"Mpp6"	-0.115227451289101	4.95242691847993	0.0462877118209545	0.830757785054189	"protein_coding"	"membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6) [Source:MGI Symbol;Acc:MGI:1927340]"	56524	"no_sig"
"ENSMUSG00000034800.15"	"Zfp661"	-0.283343249670794	2.54772101117973	0.0461046864810461	0.831087469501038	"protein_coding"	"zinc finger protein 661 [Source:MGI Symbol;Acc:MGI:1919430]"	72180	"no_sig"
"ENSMUSG00000051499.7"	"Zfp786"	-0.283147238633613	2.27787507208174	0.045897447329649	0.831461598755989	"protein_coding"	"zinc finger protein 786 [Source:MGI Symbol;Acc:MGI:3026883]"	330301	"no_sig"
"ENSMUSG00000020936.8"	"Nmt1"	0.0625487190193696	8.05019207849676	0.045829190780196	0.831585015982768	"protein_coding"	"N-myristoyltransferase 1 [Source:MGI Symbol;Acc:MGI:102579]"	18107	"no_sig"
"ENSMUSG00000029111.7"	"Nelfa"	0.0985200261974164	5.6152985044854	0.0456287185608559	0.831948054640314	"protein_coding"	"negative elongation factor complex member A, Whsc2 [Source:MGI Symbol;Acc:MGI:1346098]"	24116	"no_sig"
"ENSMUSG00000057836.12"	"Xlr3a"	0.285364216455736	2.23855965725015	0.0453603912574727	0.832435282159217	"protein_coding"	"X-linked lymphocyte-regulated 3A [Source:MGI Symbol;Acc:MGI:109506]"	22445	"no_sig"
"ENSMUSG00000051007.15"	"Gatd1"	0.174246131395084	3.82482134644952	0.0451425605120612	0.83283192840605	"protein_coding"	"glutamine amidotransferase like class 1 domain containing 1 [Source:MGI Symbol;Acc:MGI:2387178]"	213350	"no_sig"
"ENSMUSG00000033446.7"	"Lpar6"	-0.259992162972688	2.61029789347465	0.0449165755493636	0.833244482187654	"protein_coding"	"lysophosphatidic acid receptor 6 [Source:MGI Symbol;Acc:MGI:1914418]"	67168	"no_sig"
"ENSMUSG00000041343.19"	"Ankrd42"	-0.25591233604155	2.90888932510834	0.0448881671750803	0.833296420711507	"protein_coding"	"ankyrin repeat domain 42 [Source:MGI Symbol;Acc:MGI:1921095]"	73845	"no_sig"
"ENSMUSG00000040084.9"	"Bub1b"	-0.281337171084593	2.07331173829736	0.04459760842973	0.833828634174383	"protein_coding"	"BUB1B, mitotic checkpoint serine/threonine kinase [Source:MGI Symbol;Acc:MGI:1333889]"	12236	"no_sig"
"ENSMUSG00000019808.8"	"Adat2"	-0.217751382221068	3.35918408731108	0.0444340197961282	0.834129075708097	"protein_coding"	"adenosine deaminase, tRNA-specific 2 [Source:MGI Symbol;Acc:MGI:1914007]"	66757	"no_sig"
"ENSMUSG00000028443.6"	"Nudt2"	-0.133776034358942	4.44969593207266	0.0444167565140777	0.834160814594015	"protein_coding"	"nudix (nucleoside diphosphate linked moiety X)-type motif 2 [Source:MGI Symbol;Acc:MGI:1913651]"	66401	"no_sig"
"ENSMUSG00000040720.15"	"Virma"	-0.147257976670196	4.49858950325397	0.0443377324316297	0.83430618432009	"protein_coding"	"vir like m6A methyltransferase associated [Source:MGI Symbol;Acc:MGI:1913435]"	66185	"no_sig"
"ENSMUSG00000068205.14"	"Macrod2"	-0.0984024865331269	5.72546998239666	0.0443061658659026	0.834364290837305	"protein_coding"	"mono-ADP ribosylhydrolase 2 [Source:MGI Symbol;Acc:MGI:1920149]"	72899	"no_sig"
"ENSMUSG00000046574.8"	"Prr12"	0.236430290654133	2.86215337519202	0.0442629211060584	0.834443929262535	"protein_coding"	"proline rich 12 [Source:MGI Symbol;Acc:MGI:2679002]"	233210	"no_sig"
"ENSMUSG00000035936.6"	"Aldh5a1"	-0.14001512936743	4.43266933497809	0.0440078676295766	0.834914458510039	"protein_coding"	"aldhehyde dehydrogenase family 5, subfamily A1 [Source:MGI Symbol;Acc:MGI:2441982]"	214579	"no_sig"
"ENSMUSG00000043065.12"	"Spice1"	-0.156388854167196	4.17965245885584	0.0439295596185217	0.835059208932435	"protein_coding"	"spindle and centriole associated protein 1 [Source:MGI Symbol;Acc:MGI:1196252]"	212514	"no_sig"
"ENSMUSG00000007891.16"	"Ctsd"	-0.0612930768163532	9.58844927984364	0.0437995472172302	0.835299831685686	"protein_coding"	"cathepsin D [Source:MGI Symbol;Acc:MGI:88562]"	13033	"no_sig"
"ENSMUSG00000037007.17"	"Zfp113"	0.218628959225956	3.33008984786227	0.0437727864861746	0.835349405871706	"protein_coding"	"zinc finger protein 113 [Source:MGI Symbol;Acc:MGI:1929116]"	56314	"no_sig"
"ENSMUSG00000002733.8"	"Plekha3"	0.0850189908881258	5.82558272516672	0.0437535407158043	0.835385068400938	"protein_coding"	"pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3 [Source:MGI Symbol;Acc:MGI:1932515]"	83435	"no_sig"
"ENSMUSG00000027748.11"	"Trpc4"	-0.239935673189186	2.91650708821722	0.0437141511951527	0.835458082979739	"protein_coding"	"transient receptor potential cation channel, subfamily C, member 4 [Source:MGI Symbol;Acc:MGI:109525]"	22066	"no_sig"
"ENSMUSG00000025724.12"	"Sec11a"	0.0833200766491186	5.99127210003615	0.0436743421015067	0.835531910229879	"protein_coding"	"SEC11 homolog A, signal peptidase complex subunit [Source:MGI Symbol;Acc:MGI:1929464]"	56529	"no_sig"
"ENSMUSG00000023030.16"	"Slc11a2"	-0.110343112066304	5.21506441668226	0.0436497013783706	0.835577624860812	"protein_coding"	"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2 [Source:MGI Symbol;Acc:MGI:1345279]"	18174	"no_sig"
"ENSMUSG00000025572.17"	"Tmc6"	-0.181338009805701	3.74790590808387	0.0434312375968107	0.835983520104145	"protein_coding"	"transmembrane channel-like gene family 6 [Source:MGI Symbol;Acc:MGI:1098686]"	217353	"no_sig"
"ENSMUSG00000054874.12"	"Pcnx3"	-0.0906368046013221	5.64988539782934	0.0433343760945435	0.836163825293049	"protein_coding"	"pecanex homolog 3 [Source:MGI Symbol;Acc:MGI:1861733]"	104401	"no_sig"
"ENSMUSG00000078958.9"	"Atp6ap1l"	0.272061157322298	2.3113675142625	0.043248562413647	0.836323741144309	"protein_coding"	"ATPase, H+ transporting, lysosomal accessory protein 1-like [Source:MGI Symbol;Acc:MGI:3648665]"	435376	"no_sig"
"ENSMUSG00000033769.16"	"Exoc6b"	-0.167445371670037	3.94469320518071	0.0431950671778725	0.836423514644842	"protein_coding"	"exocyst complex component 6B [Source:MGI Symbol;Acc:MGI:1923164]"	75914	"no_sig"
